# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 36774 3934
p 2 0 378 542 763 560
p 2 0 920 0 8673 1557
p 2 46 874 0 13414 1818
p 2 2 918 0 10033 1798
p 2 333 587 0 13400 2639
p 2 14 906 0 12359 1999
p 2 17 903 0 15872 1954
p 2 17 903 0 11521 2010
p 2 431 489 0 14486 2742
p 2 101 819 0 14650 2308
p 2 148 772 0 18064 2408
p 2 18 902 0 11577 2063
p 2 208 712 0 19486 2685
p 2 222 698 0 16654 2724
p 2 530 390 0 20631 2979
p 2 248 672 0 13422 2560
p 2 407 513 0 16844 2665
p 2 136 783 1 13034 2230
p 2 0 850 70 9478 1391
p 2 0 780 140 6874 1120
p 2 0 764 156 4355 1065
p 2 0 783 137 4044 1045
p 2 0 777 143 5453 1036
p 2 0 802 118 8072 1088
p 2 0 797 123 9641 1103
p 2 0 746 174 7689 1003
p 2 0 712 208 3625 914
p 2 0 768 152 8389 1046
p 2 0 741 179 11520 1055
p 2 0 766 154 7712 1070
p 2 0 751 169 5145 1013
p 2 0 767 153 6949 1049
p 2 0 619 301 2804 828
i 2 920 0 0 37162 3977
i 2 920 0 0 36578 3949
p 2 32 887 1 10255 1874
p 2 1 913 6 12374 1742
p 2 41 879 0 15070 1899
p 2 2 918 0 13190 1741
p 2 0 920 0 14389 1649
p 2 2 918 0 16956 1883
p 2 5 914 1 13186 1684
p 2 108 812 0 18163 2359
p 2 6 912 2 11670 1823
p 2 4 916 0 14562 1956
p 2 6 914 0 14270 1817
p 2 7 913 0 15312 1953
p 2 19 901 0 15901 1892
p 2 257 663 0 18073 2664
p 2 417 503 0 14013 2690
p 2 115 805 0 12580 2292
p 2 4 916 0 11973 1804
p 2 23 897 0 20898 2193
p 2 183 737 0 12756 2467
p 2 119 801 0 19116 2544
p 2 156 764 0 19535 2564
p 2 488 432 0 18643 2929
p 2 502 418 0 19369 2828
p 2 346 574 0 13353 2575
p 2 110 810 0 14489 2108
p 2 9 910 1 16117 1817
p 2 0 845 75 6724 1305
p 2 0 820 100 6044 1202
p 2 0 738 182 4120 1008
p 2 0 717 203 4464 972
p 2 0 808 112 9205 1139
p 2 0 795 125 11564 1134
p 2 0 716 204 4276 943
p 2 0 737 183 11042 1058
p 2 0 798 122 14252 1168
p 2 0 732 188 10689 1033
p 2 0 745 175 7146 980
p 2 0 728 192 11389 1056
p 2 0 761 159 10646 1095
p 2 0 752 168 9062 1038
p 2 0 792 128 11821 1183
i 2 920 0 0 35777 3957
p 2 3 910 7 12616 1657
p 2 2 917 1 11362 1663
p 2 0 908 12 11632 1476
p 2 0 920 0 15741 1677
p 2 9 911 0 14109 1659
p 2 22 898 0 17312 2019
p 2 2 918 0 12954 1734
p 2 1 919 0 14940 1957
p 2 9 911 0 16816 1916
p 2 180 740 0 19772 2612
p 2 1 917 2 11898 1738
p 2 4 916 0 14417 1987
p 2 42 878 0 14498 2078
p 2 292 628 0 16473 2711
p 2 4 915 1 10864 1699
p 2 440 480 0 17925 2887
p 2 62 858 0 14786 2045
p 2 83 837 0 19170 2303
p 2 40 880 0 17485 2057
p 2 106 814 0 16185 2471
p 2 273 647 0 18952 2752
p 2 524 396 0 20328 2991
p 2 287 633 0 14385 2469
p 2 429 491 0 17029 2777
p 2 109 811 0 15439 1965
p 2 0 816 104 11478 1393
p 2 0 793 127 8816 1164
p 2 0 772 148 12166 1125
p 2 0 768 152 5754 1069
p 2 0 768 152 8924 1093
p 2 0 734 186 4378 995
p 2 0 785 135 8817 1118
p 2 0 760 160 8625 1045
p 2 0 754 166 8524 1046
p 2 0 738 182 10219 1017
p 2 0 720 200 5596 965
p 2 0 751 169 8267 1039
p 2 0 736 184 7729 1002
p 2 0 682 238 5396 941
p 2 0 671 249 4893 926
i 2 920 0 0 37055 3980
i 2 920 0 0 36552 3937
p 2 51 869 0 9320 1878
p 2 0 916 4 7985 1631
p 2 0 905 15 10290 1442
p 2 0 920 0 12208 1575
p 2 7 913 0 11791 1600
p 2 25 895 0 14034 2027
p 2 197 723 0 16924 2426
