# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 35790 3919
p 2 0 313 607 686 501
p 2 1 916 3 8696 1414
p 2 17 902 1 14796 1604
p 2 1 918 1 15860 1656
p 2 0 918 2 16073 1601
p 2 13 907 0 16749 1799
p 2 266 654 0 14601 2448
p 2 2 917 1 11235 1829
p 2 22 898 0 11672 1863
p 2 6 914 0 15327 2068
p 2 20 898 2 12503 1869
p 2 18 902 0 12850 2106
p 2 381 539 0 17370 2824
p 2 120 800 0 14108 2417
p 2 372 548 0 11974 2690
p 2 67 853 0 14482 2243
p 2 298 622 0 14137 2601
p 2 505 415 0 14107 2870
p 2 453 467 0 13505 2781
p 2 488 432 0 14325 2820
p 2 503 417 0 18361 2801
p 2 37 883 0 16756 1877
p 2 0 904 16 9576 1485
p 2 0 886 34 10697 1463
p 2 0 892 28 16289 1366
p 2 0 804 116 10611 1157
p 2 0 766 154 6143 1006
p 2 0 745 175 6853 972
p 2 0 798 122 11733 1130
p 2 0 805 115 12743 1138
p 2 0 746 174 8212 1028
p 2 0 760 160 12016 1081
p 2 0 757 163 10525 1058
p 2 0 738 182 5908 965
p 2 0 765 155 11800 1103
p 2 0 739 181 6646 974
p 2 0 713 207 6458 950
p 2 0 697 223 7525 949
p 2 253 581 86 13376 1962
i 2 920 0 0 36790 3952
p 2 13 903 4 14769 1727
p 2 0 912 8 8711 1610
p 2 0 920 0 11966 1572
p 2 4 915 1 15145 1742
p 2 10 910 0 15147 1752
p 2 0 920 0 12827 1786
p 2 6 914 0 11186 1707
p 2 143 777 0 17996 2502
p 2 275 645 0 12684 2620
p 2 6 913 1 9928 1970
p 2 49 871 0 11577 2022
p 2 16 904 0 12544 2071
p 2 18 902 0 17258 2032
p 2 46 874 0 13741 2166
p 2 38 879 3 11550 1997
p 2 44 876 0 18719 2252
p 2 475 445 0 17007 2895
p 2 201 719 0 13998 2598
p 2 473 447 0 13437 2836
p 2 215 705 0 15774 2554
p 2 569 351 0 22639 2963
p 2 264 656 0 12568 2463
p 2 269 651 0 17468 2553
p 2 19 901 0 16319 1846
p 2 0 851 69 8337 1345
p 2 0 828 92 7476 1236
p 2 0 817 103 11294 1147
p 2 0 802 118 10367 1129
p 2 0 797 123 10590 1124
p 2 0 743 177 5301 1019
p 2 0 804 116 9461 1092
p 2 0 730 190 9065 1008
p 2 0 733 187 6952 996
p 2 0 689 231 5458 949
p 2 0 723 197 4042 986
p 2 0 637 283 2463 840
p 2 0 686 234 6198 926
p 2 0 613 307 3933 839
p 2 0 675 245 4270 918
p 2 0 747 173 12063 1132
i 2 920 0 0 36532 3958
p 2 2 918 0 10353 1674
p 2 4 911 5 10284 1696
p 2 1 913 6 8589 1535
p 2 0 920 0 10291 1658
p 2 16 904 0 10030 1622
p 2 38 882 0 13047 2004
p 2 9 911 0 17210 1859
p 2 0 920 0 10923 1868
p 2 14 906 0 12592 1838
p 2 190 730 0 16238 2453
p 2 1 919 0 13125 1819
p 2 20 900 0 12261 2036
p 2 272 648 0 15804 2558
p 2 85 835 0 17291 2288
p 2 29 891 0 17091 2054
p 2 69 851 0 13412 2316
p 2 375 545 0 12910 2744
p 2 69 851 0 16297 2300
p 2 179 741 0 17849 2476
p 2 523 397 0 18050 2910
p 2 186 734 0 10379 2145
p 2 446 474 0 14091 2802
p 2 498 422 0 14111 2799
p 2 472 448 0 12542 2717
p 2 63 857 0 12534 1717
p 2 0 913 7 12669 1604
p 2 0 831 89 5914 1239
p 2 0 790 130 11723 1162
p 2 0 797 123 11103 1163
p 2 0 763 157 9491 1083
p 2 0 733 187 5925 1019
p 2 0 770 150 12115 1111
p 2 0 737 183 7782 995
p 2 0 771 149 6000 1027
p 2 0 742 178 11918 1067
p 2 0 739 181 11276 1045
p 2 0 723 197 4189 978
p 2 0 730 190 9181 1003
p 2 0 715 205 9328 991
p 2 0 719 201 9807 1022
p 2 0 682 238 6403 921
p 2 255 581 84 13133 1929
i 2 920 0 0 36757 3941
p 2 10 910 0 11049 1631
p 2 1 917 2 9589 1562
p 2 8 912 0 12275 1630
p 2 0 920 0 11219 1617
p 2 0 920 0 17534 1726
p 2 0 920 0 11877 1818
p 2 108 812 0 13791 2175
p 2 0 920 0 15340 1930
p 2 15 905 0 16868 1904
p 2 164 756 0 14417 2469
p 2 36 884 0 17311 2087
p 2 10 910 0 15361 2016
p 2 20 900 0 17388 2006
p 2 25 895 0 17590 2195
p 2 293 627 0 15750 2605
p 2 56 864 0 21823 2277
p 2 96 824 0 17801 2351
p 2 109 811 0 19731 2498
p 2 101 819 0 13881 2177
p 2 222 698 0 21271 2664
i 2 920 0 0 37467 3865
p 2 260 660 0 9469 2305
p 2 344 576 0 13781 2630
p 2 6 911 3 10734 1516
p 2 0 869 51 6477 1429
p 2 0 840 80 9010 1216
p 2 0 789 131 6837 1095
p 2 0 797 123 12401 1156
p 2 0 758 162 10592 1060
p 2 0 795 125 9244 1075
p 2 0 804 116 6727 1092
p 2 0 773 147 8455 1057
p 2 0 785 135 12561 1110
p 2 0 762 158 10650 1054
p 2 0 762 158 6349 1032
p 2 0 750 170 9818 1032
p 2 0 719 201 5038 966
p 2 0 744 176 7336 990
p 2 0 774 146 10870 1100
p 2 0 746 174 5061 1054
i 2 920 0 0 36517 3968
p 2 1 915 4 11373 1697
p 2 1 913 6 12975 1681
p 2 0 905 15 8292 1474
p 2 0 920 0 11517 1637
p 2 13 907 0 15281 1648
p 2 106 814 0 13509 2314
p 2 7 913 0 10387 1874
p 2 123 797 0 13696 2410
p 2 12 905 3 12670 1908
p 2 3 917 0 11148 1960
p 2 7 913 0 11709 1816
p 2 6 914 0 17206 2067
p 2 68 852 0 19594 2171
p 2 19 901 0 11945 1972
p 2 38 882 0 13675 1956
p 2 351 569 0 15903 2806
p 2 203 717 0 18265 2564
p 2 18 902 0 12480 2047
p 2 481 439 0 16718 2880
p 2 507 413 0 17820 2901
p 2 220 700 0 13008 2255
p 2 400 520 0 18695 2902
p 2 503 417 0 16063 2784
p 2 481 439 0 17688 2791
p 2 73 847 0 11147 1797
p 2 0 913 7 9356 1542
p 2 0 861 59 15571 1429
p 2 0 821 99 9673 1181
p 2 0 823 97 5603 1156
p 2 0 747 173 3557 1021
p 2 0 741 179 9161 1029
p 2 0 798 122 19329 1261
p 2 0 792 128 19752 1230
p 2 0 758 162 13941 1105
p 2 0 784 136 19787 1214
i 2 920 0 0 5314 2861
p 2 48 871 1 7057 2009
p 2 79 812 29 6199 1829
p 2 89 694 137 8940 1865
p 2 56 774 90 10498 1921
p 2 25 754 141 9837 1759
p 2 12 767 141 9397 1682
p 2 4 749 167 8845 1569
p 2 3 718 199 7920 1428
p 2 4 743 173 7556 1476
p 2 3 757 160 7480 1463
p 2 0 734 186 6349 1349
p 2 0 779 141 6654 1414
p 2 4 770 146 7909 1487
p 2 117 760 43 11168 2137
p 2 13 848 59 11179 1899
p 2 36 854 30 12487 2180
p 2 49 840 31 13088 2221
p 2 38 836 46 10263 1928
p 2 29 864 27 12455 2071
p 2 42 844 34 15643 2207
p 2 7 870 43 11537 1911
p 2 21 858 41 12463 1937
p 2 0 875 45 10209 1705
p 2 0 871 49 9517 1680
p 2 0 879 41 8524 1611
p 2 3 870 47 10270 1684
p 2 0 867 53 7491 1476
p 2 0 839 81 7712 1444
p 2 0 844 76 7254 1418
p 2 0 856 64 8719 1502
p 2 0 841 79 6566 1338
p 2 0 839 81 6215 1322
p 2 0 846 74 7479 1380
p 2 0 861 59 8308 1455
p 2 0 872 48 6090 1361
p 2 0 857 63 6841 1378
p 2 0 853 67 7247 1401
p 2 0 871 49 8301 1503
p 2 0 875 45 8748 1512
p 2 0 862 58 6345 1409
p 2 0 850 70 7558 1433
p 2 0 859 61 7565 1464
p 2 0 847 73 6035 1354
p 2 0 876 44 9612 1597
p 2 0 856 64 6113 1381
p 2 0 857 63 6204 1369
p 2 0 805 115 5929 1266
p 2 0 862 58 6514 1427
p 2 1 833 86 5673 1315
p 2 5 828 87 8992 1435
p 2 0 850 70 6227 1308
p 2 5 840 75 7851 1373
p 2 18 836 66 9860 1544
p 2 52 852 16 14351 1896
p 2 29 855 36 11342 1628
p 2 78 789 53 13005 1768
p 2 95 784 41 13387 1892
p 2 26 803 91 7778 1498
p 2 65 771 84 13126 1737
p 2 18 762 140 6931 1347
p 2 0 775 145 2525 1060
p 2 0 717 203 2616 977
p 2 0 745 175 2424 1011
p 2 0 665 255 2614 942
p 2 0 675 245 1616 887
p 2 0 662 258 1905 899
p 2 0 744 176 2504 990
p 2 0 673 247 2025 924
p 2 0 669 251 1868 882
p 2 0 643 277 1960 870
p 2 0 590 330 1612 808
p 2 26 894 0 15766 1912
p 2 3 904 13 8041 1516
p 2 32 885 3 16143 1934
p 2 34 886 0 14488 1989
p 2 211 707 2 15314 2548
p 2 326 594 0 15125 2795
p 2 392 528 0 16532 2956
p 2 243 675 2 12277 2625
p 2 236 680 4 13217 2671
p 2 230 690 0 14736 2652
p 2 108 812 0 11351 2238
p 2 185 733 2 11661 2385
p 2 142 775 3 12893 2361
p 2 0 909 11 6825 1607
p 2 0 889 31 8073 1549
p 2 0 898 22 6921 1493
p 2 0 858 62 5203 1282
p 2 0 852 68 5669 1283
p 2 3 908 9 9292 1653
p 2 53 866 1 11101 2081
p 2 302 618 0 16990 2787
p 2 327 593 0 17203 2846
p 2 218 702 0 19722 2875
p 2 99 821 0 16210 2675
p 2 103 817 0 17314 2698
p 2 86 834 0 18120 2803
p 2 99 821 0 19423 2768
p 2 39 881 0 14837 2508
p 2 56 864 0 15387 2535
p 2 63 857 0 15842 2620
p 2 136 784 0 18453 2853
p 2 21 899 0 14315 2435
p 2 0 914 6 7885 1711
p 2 0 910 10 6342 1619
p 2 0 896 24 6691 1506
p 2 0 894 26 5476 1442
p 2 0 851 69 5359 1412
p 2 0 883 37 5420 1403
p 2 0 851 69 6122 1418
p 2 0 861 59 5475 1397
p 2 0 854 66 5508 1367
p 2 0 849 71 5226 1341
p 2 0 871 49 6346 1429
p 2 0 920 0 10540 1790
p 2 0 920 0 9749 1841
p 2 0 912 8 7981 1644
p 2 0 914 6 8381 1701
p 2 1 837 82 6426 1395
p 2 0 884 36 6827 1492
p 2 6 844 70 7718 1473
p 2 5 879 36 8783 1559
p 2 9 812 99 7457 1428
p 2 0 882 38 7370 1509
p 2 20 877 23 10347 1709
p 2 14 891 15 9897 1659
p 2 10 862 48 9489 1555
p 2 1 858 61 6767 1433
p 2 8 878 34 11320 1618
p 2 22 837 61 10954 1591
p 2 5 838 77 10676 1467
p 2 30 858 32 13866 1747
p 2 6 848 66 8506 1401
p 2 10 845 65 9246 1436
p 2 11 906 3 13495 1642
p 2 11 867 42 9109 1487
p 2 20 893 7 12749 1706
p 2 11 908 1 14834 1765
p 2 1 919 0 13245 1757
p 2 0 918 2 10056 1580
p 2 4 907 9 11201 1586
p 2 5 883 32 9283 1467
p 2 1 893 26 8302 1409
p 2 5 867 48 9268 1474
p 2 0 798 122 4494 1174
p 2 3 842 75 7540 1322
p 2 2 813 105 8547 1273
p 2 3 856 61 8782 1435
p 2 0 812 108 6039 1217
p 2 10 773 137 6961 1231
p 2 6 831 83 8005 1350
p 2 8 867 45 10639 1554
p 2 0 807 113 4391 1223
p 2 9 807 104 6389 1293
p 2 15 867 38 10170 1527
p 2 13 855 52 10055 1494
p 2 0 824 96 4771 1211
p 2 0 770 150 5210 1143
p 2 17 841 62 9577 1480
p 2 20 815 85 10325 1492
p 2 0 738 182 4548 1099
p 2 2 737 181 5234 1111
p 2 23 827 70 12741 1506
p 2 16 872 32 13100 1599
p 2 1 815 104 6161 1206
p 2 6 784 130 6122 1208
p 2 17 805 98 10555 1411
p 2 17 850 53 12700 1583
p 2 0 793 127 5512 1188
p 2 5 816 99 7567 1293
p 2 15 760 145 10316 1316
p 2 0 792 128 5246 1209
p 2 21 834 65 12797 1584
p 2 8 822 90 8674 1374
p 2 9 855 56 11352 1496
p 2 10 845 65 9287 1461
p 2 1 850 69 6728 1323
p 2 7 810 103 7697 1298
p 2 6 818 96 9368 1328
p 2 15 837 68 10148 1481
p 2 1 836 83 4613 1234
p 2 1 839 80 7123 1291
