# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 34212 3938
p 2 0 381 539 805 565
p 2 4 916 0 14142 1570
p 2 14 906 0 18210 1868
p 2 5 915 0 18602 1879
p 2 204 716 0 20657 2573
p 2 0 920 0 15181 1897
p 2 2 918 0 17919 1885
p 2 7 913 0 16885 1973
p 2 7 909 4 14926 1866
p 2 0 920 0 15784 1912
p 2 283 637 0 16061 2601
p 2 12 908 0 18831 2086
p 2 22 898 0 14404 1985
p 2 47 872 1 14985 2200
p 2 30 889 1 17360 2029
p 2 388 532 0 22078 2926
p 2 394 526 0 20696 2870
p 2 94 825 1 19673 2161
p 2 163 757 0 17159 2496
p 2 281 639 0 20549 2771
p 2 208 712 0 18242 2513
p 2 427 493 0 22983 2880
p 2 350 570 0 12781 2642
p 2 421 499 0 21016 2825
p 2 204 715 1 16367 2250
p 2 0 839 81 9874 1327
p 2 0 831 89 7303 1172
p 2 0 832 88 15046 1266
p 2 0 818 102 13551 1159
p 2 0 787 133 7121 1018
p 2 0 818 102 11865 1109
p 2 0 817 103 9013 1092
p 2 0 772 148 5510 997
p 2 0 836 84 7148 1077
p 2 0 855 65 13459 1204
p 2 0 837 83 12250 1140
p 2 0 825 95 9677 1082
p 2 0 831 89 13604 1141
p 2 0 759 161 5706 974
p 2 0 808 112 12419 1080
i 2 920 0 0 35784 3957
i 2 920 0 0 35394 3953
p 2 0 900 20 8143 1430
p 2 2 918 0 9242 1499
p 2 1 919 0 9680 1462
p 2 18 902 0 11005 1800
p 2 2 918 0 11595 1574
p 2 226 694 0 21502 2551
p 2 183 737 0 19501 2520
p 2 1 918 1 15012 1938
p 2 11 909 0 16531 1967
p 2 2 918 0 15924 2011
p 2 8 912 0 14527 1894
p 2 7 913 0 18851 2081
p 2 6 914 0 15149 1883
p 2 365 555 0 17921 2833
p 2 43 877 0 14562 1903
p 2 57 863 0 16313 2215
p 2 41 879 0 14897 1979
p 2 441 479 0 17148 2814
p 2 438 482 0 18081 2868
p 2 182 738 0 15509 2368
p 2 367 553 0 19666 2862
p 2 494 426 0 16407 2831
p 2 323 597 0 16528 2478
p 2 192 728 0 17420 2423
p 2 17 903 0 15638 1702
p 2 0 887 33 14802 1472
p 2 0 861 59 9467 1245
p 2 0 855 65 11228 1238
p 2 0 850 70 11121 1166
p 2 0 791 129 10327 1098
p 2 0 783 137 5574 1029
p 2 0 760 160 8315 1012
p 2 0 728 192 7575 966
p 2 0 752 168 11537 1039
p 2 0 733 187 3324 944
p 2 0 730 190 6336 950
p 2 0 744 176 10294 1006
p 2 0 756 164 13948 1010
p 2 0 797 123 10101 1039
p 2 0 758 162 6755 969
p 2 0 774 146 6927 1100
i 2 920 0 0 35301 3972
p 2 34 885 1 16215 1915
p 2 2 918 0 13724 1728
p 2 1 919 0 13974 1632
p 2 3 917 0 11384 1800
p 2 1 919 0 11539 1720
p 2 3 917 0 12849 1837
p 2 0 919 1 12371 1771
p 2 266 654 0 16599 2643
p 2 8 911 1 12351 1879
p 2 18 902 0 12129 1993
p 2 234 686 0 16157 2518
p 2 26 894 0 18582 2083
p 2 15 904 1 15400 1990
p 2 30 890 0 16838 2120
p 2 233 687 0 18985 2612
p 2 90 830 0 18581 2358
p 2 71 849 0 15580 2090
p 2 136 784 0 16129 2461
p 2 373 547 0 20608 2835
p 2 294 626 0 15183 2660
p 2 483 437 0 20528 2879
p 2 294 626 0 15184 2580
p 2 429 491 0 19507 2783
p 2 20 900 0 14962 1898
p 2 1 917 2 12677 1560
p 2 0 846 74 12027 1312
p 2 0 860 60 8611 1240
p 2 0 826 94 16324 1226
p 2 0 846 74 5939 1149
p 2 0 774 146 5948 1044
p 2 0 790 130 3804 1007
p 2 0 769 151 7848 1048
p 2 0 788 132 9313 1073
p 2 0 747 173 7054 976
p 2 0 776 144 8774 1039
p 2 0 770 150 11154 1067
p 2 0 790 130 10778 1080
p 2 0 779 141 10857 1067
p 2 0 805 115 10558 1057
p 2 0 759 161 8206 1005
i 2 920 0 0 35664 3954
i 2 920 0 0 34962 3947
p 2 0 897 23 14583 1539
p 2 0 916 4 14544 1592
p 2 222 698 0 16094 2422
p 2 0 920 0 13113 1772
p 2 2 918 0 13996 1785
p 2 5 915 0 10836 1856
p 2 7 913 0 14681 1870
p 2 4 916 0 14413 1955
p 2 8 911 1 12874 1879
p 2 273 647 0 21569 2754
p 2 13 907 0 13514 1870
p 2 22 898 0 16974 2121
p 2 2 918 0 13156 1850
p 2 8 912 0 15938 2046
p 2 464 456 0 22479 2876
p 2 40 880 0 16592 1987
p 2 149 771 0 20522 2382
p 2 260 660 0 21817 2691
p 2 432 488 0 21584 2957
p 2 109 811 0 16591 2315
p 2 368 552 0 20164 2791
p 2 484 436 0 17808 2814
p 2 317 603 0 16530 2499
p 2 136 784 0 14649 2269
p 2 6 908 6 11113 1591
p 2 0 917 3 15108 1676
p 2 0 891 29 11292 1401
p 2 0 841 79 14190 1272
p 2 0 787 133 8701 1063
p 2 0 799 121 9562 1080
p 2 0 833 87 9135 1106
p 2 0 810 110 14712 1154
p 2 0 799 121 12278 1087
p 2 0 803 117 11261 1104
p 2 0 797 123 10155 1067
p 2 0 771 149 7495 1018
p 2 0 740 180 5149 945
p 2 0 818 102 11765 1138
p 2 0 764 156 6046 1024
p 2 0 771 149 6624 1028
p 2 0 846 74 14418 1233
i 2 920 0 0 35092 3962
p 2 33 883 4 14877 1916
p 2 0 918 2 12705 1693
p 2 4 916 0 16295 1736
p 2 8 912 0 14652 1845
p 2 4 916 0 10988 1732
p 2 0 920 0 11882 1875
p 2 112 808 0 15107 2259
p 2 1 919 0 18256 1964
p 2 209 711 0 16211 2484
p 2 0 920 0 14977 1852
p 2 50 870 0 19406 2172
p 2 20 900 0 16179 2064
p 2 29 891 0 17452 1964
p 2 23 897 0 18101 2112
p 2 299 621 0 15554 2608
p 2 141 779 0 20105 2494
p 2 376 544 0 19915 2767
p 2 67 853 0 17291 2206
p 2 162 758 0 18253 2482
p 2 212 708 0 20129 2700
p 2 182 738 0 19717 2529
p 2 410 510 0 19085 2882
p 2 316 604 0 17139 2554
p 2 498 422 0 21526 2786
p 2 1 909 10 13025 1334
p 2 0 843 77 8922 1222
p 2 0 851 69 15831 1258
p 2 0 807 113 12286 1135
p 2 0 814 106 10139 1118
p 2 0 820 100 11393 1137
p 2 0 837 83 15272 1264
p 2 0 807 113 13969 1162
p 2 0 822 98 20811 1253
p 2 0 833 87 22508 1244
p 2 0 831 89 10981 1164
i 2 920 0 0 4121 2802
p 2 537 383 0 7870 3105
p 2 81 558 281 8612 1698
p 2 68 607 245 10555 1784
p 2 9 692 219 8992 1639
p 2 26 663 231 9201 1654
p 2 0 709 211 8465 1495
p 2 3 726 191 7465 1490
p 2 2 740 178 7110 1430
p 2 0 713 207 5722 1363
p 2 0 760 160 6262 1409
p 2 2 817 101 7518 1507
p 2 8 803 109 7070 1544
p 2 34 812 74 8332 1759
p 2 73 802 45 10086 2114
p 2 51 840 29 13014 2276
p 2 34 855 31 12793 2197
p 2 37 845 38 11591 2084
p 2 16 850 54 10976 1995
p 2 18 862 40 13338 2063
p 2 10 856 54 10730 1919
p 2 1 861 58 8812 1728
p 2 0 861 59 8735 1693
p 2 3 857 60 10298 1711
p 2 0 874 46 8016 1652
p 2 0 855 65 7180 1474
p 2 0 857 63 6882 1489
p 2 0 874 46 8430 1554
p 2 0 856 64 6873 1490
p 2 0 869 51 5939 1414
p 2 0 849 71 7514 1428
p 2 0 863 57 6809 1381
p 2 0 856 64 6170 1387
p 2 0 846 74 5422 1308
p 2 0 847 73 6082 1365
p 2 0 860 60 7493 1441
p 2 0 879 41 7940 1504
p 2 0 854 66 5254 1348
p 2 0 859 61 5498 1350
p 2 0 859 61 7756 1493
p 2 0 852 68 6228 1393
p 2 0 872 48 8441 1549
p 2 0 853 67 4902 1357
p 2 0 836 84 5568 1330
p 2 0 851 69 6091 1369
p 2 0 832 88 5895 1314
p 2 0 852 68 6057 1371
p 2 0 871 49 6832 1472
p 2 0 848 72 5652 1388
p 2 0 883 37 6727 1450
p 2 1 837 82 6194 1305
p 2 12 833 75 8857 1508
p 2 16 811 93 8629 1455
p 2 18 806 96 10064 1493
p 2 46 840 34 11980 1714
p 2 98 805 17 14223 2022
p 2 92 786 42 12757 1903
p 2 59 838 23 12045 1877
p 2 36 799 85 9954 1589
p 2 0 855 65 4446 1269
p 2 0 794 126 3519 1135
p 2 0 812 108 2580 1100
p 2 0 777 143 2262 1035
p 2 0 818 102 2655 1096
p 2 0 698 222 2424 971
p 2 0 776 144 2409 1027
p 2 0 717 203 2207 977
p 2 0 766 154 1934 971
p 2 0 649 271 1618 869
p 2 0 727 193 1979 963
p 2 0 752 168 2493 1050
p 2 0 896 24 7347 1490
p 2 16 890 14 13209 1781
p 2 16 901 3 13333 1795
p 2 22 894 4 15086 1897
p 2 397 523 0 17212 2921
p 2 363 557 0 13889 2787
p 2 108 812 0 12639 2323
p 2 418 502 0 14519 2953
p 2 236 683 1 12148 2603
p 2 228 692 0 12230 2557
p 2 101 818 1 10188 2227
p 2 194 720 6 10798 2386
p 2 118 797 5 10136 2258
p 2 0 903 17 8607 1724
p 2 0 901 19 5101 1460
p 2 0 854 66 5095 1313
p 2 0 873 47 5650 1334
p 2 0 814 106 4727 1228
p 2 0 858 62 5062 1279
p 2 16 901 3 8525 1683
p 2 389 531 0 16750 2934
p 2 276 644 0 15980 2703
p 2 158 760 2 14378 2611
p 2 137 783 0 17074 2688
p 2 143 777 0 18759 2825
p 2 82 838 0 16483 2704
p 2 30 889 1 13764 2490
p 2 56 864 0 16042 2601
p 2 120 800 0 17678 2838
p 2 37 883 0 15503 2655
p 2 24 896 0 13130 2476
p 2 19 901 0 13868 2478
p 2 13 907 0 12805 2358
p 2 0 912 8 6237 1668
p 2 0 897 23 4917 1439
p 2 0 851 69 4804 1355
p 2 0 867 53 5160 1405
p 2 0 871 49 5154 1423
p 2 0 835 85 4540 1325
p 2 0 789 131 4600 1257
p 2 0 885 35 6419 1451
p 2 0 847 73 4490 1329
p 2 0 809 111 4472 1284
p 2 0 883 37 7268 1529
p 2 100 820 0 12814 2389
p 2 0 918 2 7049 1812
p 2 0 876 44 6273 1442
p 2 1 893 26 6824 1570
p 2 4 905 11 7817 1588
p 2 5 866 49 7391 1503
p 2 0 873 47 6426 1458
p 2 4 829 87 7281 1470
p 2 3 847 70 6209 1396
p 2 31 872 17 11279 1779
p 2 23 865 32 10440 1692
p 2 4 850 66 6555 1439
p 2 0 895 25 8416 1524
p 2 5 876 39 9435 1582
p 2 5 877 38 7638 1487
p 2 15 868 37 10327 1609
p 2 0 866 54 7466 1389
p 2 29 888 3 17311 1868
p 2 9 900 11 9678 1548
p 2 15 850 55 10201 1503
p 2 21 861 38 10016 1516
p 2 21 838 61 13224 1604
p 2 1 910 9 8311 1500
p 2 2 918 0 12706 1598
p 2 0 920 0 10038 1554
p 2 5 915 0 13345 1613
p 2 0 898 22 5738 1382
p 2 5 850 65 7244 1351
p 2 1 866 53 7256 1329
p 2 5 867 48 8845 1476
p 2 1 816 103 7058 1282
p 2 1 775 144 5904 1188
p 2 0 838 82 6244 1256
p 2 2 807 111 7518 1295
p 2 0 852 68 6043 1288
p 2 5 852 63 8433 1365
p 2 2 751 167 5624 1148
p 2 8 847 65 7683 1419
p 2 0 796 124 4141 1190
p 2 16 802 102 7148 1331
p 2 0 750 170 5341 1151
p 2 9 866 45 11380 1542
p 2 0 855 65 6517 1332
p 2 19 842 59 10889 1506
p 2 9 851 60 8356 1414
p 2 22 811 87 9921 1440
p 2 20 772 128 8255 1313
p 2 13 784 123 7834 1289
p 2 0 851 69 7127 1319
p 2 16 847 57 12140 1477
p 2 15 793 112 10262 1386
p 2 7 816 97 8285 1305
p 2 0 797 123 4136 1179
p 2 22 794 104 9832 1432
p 2 0 788 132 4407 1174
p 2 10 813 97 10950 1404
p 2 7 868 45 8402 1405
p 2 21 858 41 12354 1664
p 2 0 863 57 5686 1314
p 2 11 848 61 9480 1449
p 2 7 779 134 6629 1267
p 2 5 773 142 8409 1301
p 2 0 846 74 6082 1292
p 2 9 800 111 7094 1316
p 2 0 785 135 5643 1219
p 2 10 896 14 12156 1617
p 2 0 883 37 6727 1379
p 2 3 810 107 6638 1249
p 2 0 738 182 5248 1123
p 2 2 834 84 7972 1347
p 2 0 815 105 5411 1242
p 2 2 791 127 6349 1221
p 2 2 783 135 5736 1207
p 2 1 872 47 8354 1405
p 2 0 875 45 5812 1356
p 2 6 838 76 7809 1378
p 2 1 832 87 7480 1273
p 2 4 822 94 7249 1325
p 2 1 831 88 6431 1288
p 2 0 744 176 5948 1127
p 2 0 783 137 4041 1151
p 2 2 759 159 6265 1198
p 2 3 820 97 6529 1266
p 2 1 776 143 6097 1216
p 2 0 873 47 6827 1351
p 2 14 813 93 8975 1428
p 2 0 839 81 5804 1274
p 2 18 787 115 8829 1370
p 2 2 800 118 6063 1213
p 2 9 874 37 11075 1528
p 2 0 844 76 5074 1240
p 2 19 730 171 8188 1249
p 2 9 750 161 5963 1206
p 2 19 779 122 10284 1410
p 2 22 739 159 8140 1287
p 2 14 745 161 7537 1234
p 2 0 784 136 6035 1178
p 2 14 837 69 11649 1454
p 2 15 851 54 10898 1472
p 2 6 795 119 7101 1274
p 2 0 835 85 5226 1232
p 2 19 846 55 11252 1546
p 2 12 869 39 11431 1566
p 2 7 817 96 8513 1334
p 2 0 855 65 5465 1274
p 2 20 814 86 11357 1505
p 2 0 820 100 4678 1230
p 2 15 792 113 6900 1335
p 2 7 753 160 5849 1221
p 2 10 854 56 8903 1450
p 2 1 808 111 4962 1217
p 2 10 840 70 9282 1418
p 2 0 802 118 7125 1261
p 2 10 906 4 12441 1670
p 2 4 902 14 7849 1505
p 2 0 832 88 7538 1308
p 2 0 862 58 6862 1318
p 2 3 822 95 8437 1327
p 2 1 877 42 8926 1411
p 2 2 853 65 7369 1380
p 2 0 914 6 12099 1617
p 2 1 899 20 12080 1547
p 2 0 832 88 6969 1239
p 2 4 875 41 9840 1494
p 2 29 841 50 9929 1514
i 2 920 0 0 3364 2765
p 2 413 488 19 5899 2506
p 2 481 439 0 8384 2984
p 2 742 178 0 12549 3666
p 2 392 528 0 14317 3261
p 2 563 357 0 18353 3589
p 2 106 814 0 17132 2584
p 2 321 599 0 19163 3157
p 2 247 673 0 19356 3002
p 2 132 788 0 15981 2620
p 2 325 595 0 22864 3174
p 2 198 722 0 19417 2935
p 2 92 828 0 17742 2730
p 2 219 701 0 19127 3035
p 2 54 866 0 17217 2410
p 2 117 803 0 17180 2700
p 2 101 819 0 18665 2757
p 2 24 896 0 14722 2385
p 2 152 768 0 20421 2858
p 2 48 872 0 16741 2524
p 2 70 850 0 17423 2564
p 2 80 840 0 17241 2638
p 2 0 920 0 14176 2092
p 2 28 892 0 15405 2382
p 2 7 913 0 14611 2155
p 2 115 805 0 17753 2752
p 2 10 910 0 15463 2128
p 2 0 920 0 13401 2050
p 2 3 917 0 14511 2088
p 2 53 867 0 15590 2513
p 2 1 918 1 12653 1989
p 2 0 920 0 11126 1859
p 2 0 920 0 12422 1916
p 2 42 878 0 14572 2356
p 2 0 920 0 12725 1883
p 2 0 920 0 12058 1891
p 2 0 920 0 12432 1825
p 2 2 918 0 10465 1769
p 2 0 874 46 8077 1383
p 2 0 905 15 8216 1439
p 2 0 901 19 9254 1459
p 2 0 911 9 8614 1485
p 2 0 898 22 8115 1426
p 2 0 906 14 7909 1426
p 2 0 912 8 8666 1453
p 2 0 917 3 8559 1573
p 2 0 889 31 7751 1417
p 2 0 903 17 7909 1418
p 2 0 912 8 8417 1479
p 2 0 898 22 6957 1434
p 2 1 902 17 8555 1503
p 2 0 919 1 9890 1596
p 2 0 909 11 8321 1453
p 2 3 916 1 8273 1531
p 2 0 901 19 7627 1425
p 2 0 901 19 7427 1429
p 2 0 910 10 7850 1456
p 2 0 901 19 7791 1501
p 2 0 897 23 7656 1467
p 2 0 883 37 7125 1345
p 2 0 890 30 6962 1331
p 2 0 906 14 7591 1486
p 2 0 901 19 7216 1356
p 2 0 887 33 6905 1336
p 2 0 891 29 7314 1385
p 2 0 903 17 7438 1433
p 2 0 882 38 7228 1372
p 2 17 888 15 7591 1482
i 2 920 0 0 20305 3589
p 2 1 892 27 7159 1440
i 2 920 0 0 26808 3765
p 2 303 606 11 15751 2444
p 2 87 830 3 13624 1954
p 2 79 835 6 20516 2152
p 2 37 851 32 16505 1827
p 2 0 879 41 6923 1405
p 2 28 873 19 19089 1885
p 2 1 888 31 8756 1458
p 2 0 835 85 6126 1270
p 2 127 784 9 24568 2446
p 2 20 860 40 9562 1691
p 2 96 775 49 21920 2055
p 2 49 787 84 13790 1732
p 2 1 859 60 7482 1416
p 2 25 890 5 15416 1790
p 2 0 884 36 7060 1380
p 2 0 819 101 5050 1193
p 2 13 844 63 9656 1423
p 2 0 841 79 5729 1290
p 2 0 820 100 4630 1215
p 2 60 774 86 10304 1534
p 2 28 788 104 5786 1332
p 2 5 791 124 5102 1217
p 2 28 834 58 10740 1531
p 2 13 819 88 6812 1310
p 2 1 854 65 5601 1312
p 2 19 807 94 10780 1460
p 2 0 816 104 4668 1228
p 2 0 830 90 6208 1242
p 2 3 828 89 6849 1307
p 2 0 831 89 5806 1225
p 2 0 780 140 3870 1115
p 2 7 769 144 7687 1201
p 2 0 846 74 5382 1240
p 2 0 800 120 5621 1175
p 2 7 864 49 7513 1362
p 2 0 774 146 5278 1148
p 2 0 806 114 3983 1158
p 2 6 845 69 8620 1368
p 2 0 835 85 6067 1253
p 2 0 813 107 4889 1178
p 2 53 770 97 8079 1432
p 2 0 830 90 4704 1219
p 2 14 869 37 15792 1614
p 2 0 881 39 10857 1468
p 2 0 852 68 7797 1311
p 2 0 884 36 7604 1336
p 2 6 837 77 9502 1391
i 2 920 0 0 37247 4092
p 2 386 534 0 34254 3321
p 2 0 919 1 20678 1839
p 2 0 918 2 20173 1752
p 2 0 906 14 14266 1491
p 2 0 912 8 16733 1512
p 2 0 888 32 12228 1356
p 2 0 884 36 13913 1415
p 2 0 916 4 18418 1539
p 2 0 911 9 14266 1474
p 2 0 894 26 9191 1354
p 2 0 893 27 13163 1394
p 2 0 880 40 10431 1350
p 2 0 888 32 13755 1395
p 2 0 919 1 17806 1572
p 2 25 872 23 13302 1511
p 2 23 855 42 11955 1482
p 2 207 695 18 23737 2469
p 2 18 841 61 7894 1648
p 2 78 802 40 23116 2008
p 2 153 741 26 29572 2509
p 2 93 818 9 20808 2182
p 2 195 719 6 35416 2772
p 2 0 894 26 11224 1550
p 2 41 865 14 21167 1847
p 2 9 885 26 13346 1568
p 2 60 819 41 21362 1851
i 2 920 0 0 35680 4135
p 2 135 763 22 10721 1891
p 2 5 899 16 13702 1604
p 2 71 842 7 18552 2023
p 2 0 880 40 8231 1424
p 2 66 846 8 15909 1825
p 2 36 828 56 11350 1524
p 2 64 853 3 18387 1959
p 2 9 863 48 11255 1494
p 2 30 847 43 12586 1593
p 2 13 847 60 11882 1412
p 2 36 861 23 19184 1727
p 2 41 854 25 15411 1669
p 2 12 831 77 11025 1381
p 2 0 889 31 15505 1457
p 2 8 896 16 13641 1552
p 2 0 828 92 6799 1232
p 2 9 844 67 13730 1419
p 2 1 854 65 11047 1327
p 2 12 862 46 12753 1443
p 2 0 856 64 15526 1383
p 2 7 869 44 14412 1451
p 2 1 913 6 19768 1670
p 2 9 886 25 19357 1621
p 2 0 884 36 11066 1333
p 2 13 878 29 18384 1606
p 2 9 899 12 15479 1548
i 2 920 0 0 35369 4227
p 2 104 815 1 24150 2394
p 2 37 874 9 17448 1901
p 2 1 909 10 13823 1637
p 2 115 790 15 17844 2059
p 2 97 808 15 18614 2044
p 2 34 851 35 14287 1676
p 2 1 900 19 13733 1544
p 2 94 821 5 23841 2242
p 2 6 900 14 9745 1487
p 2 25 839 56 17487 1693
p 2 3 873 44 12149 1519
p 2 4 899 17 14797 1667
p 2 0 875 45 6611 1354
p 2 6 881 33 16386 1645
p 2 1 846 73 11069 1405
p 2 0 861 59 7981 1294
p 2 56 818 46 19437 1879
p 2 24 832 64 12235 1615
p 2 0 849 71 6735 1364
p 2 13 855 52 17979 1738
p 2 0 855 65 7182 1319
p 2 0 802 118 7007 1215
p 2 0 872 48 6925 1312
p 2 11 884 25 19110 1877
p 2 0 843 77 6665 1294
p 2 0 846 74 7520 1274
p 2 36 844 40 13248 1646
p 2 5 831 84 5523 1300
p 2 0 824 96 6959 1218
p 2 39 792 89 12520 1539
p 2 14 801 105 7585 1304
p 2 26 846 48 16035 1657
p 2 1 846 73 6277 1287
p 2 0 823 97 7077 1260
p 2 0 853 67 10362 1365
p 2 0 848 72 8391 1308
p 2 1 863 56 9730 1344
p 2 0 770 150 7452 1150
p 2 0 876 44 8120 1329
p 2 0 836 84 9817 1315
p 2 0 892 28 11669 1426
p 2 0 830 90 9974 1283
p 2 0 850 70 7570 1290
p 2 0 850 70 10798 1348
p 2 0 852 68 9252 1315
p 2 0 792 128 5199 1152
p 2 0 826 94 7355 1232
p 2 0 858 62 7114 1270
p 2 1 855 64 9198 1302
p 2 0 755 165 5714 1095
p 2 0 797 123 6152 1145
p 2 0 799 121 7624 1209
p 2 0 806 114 7117 1207
p 2 0 755 165 5197 1099
p 2 0 744 176 3426 1050
p 2 0 920 0 11828 1509
p 2 0 872 48 8143 1334
p 2 0 868 52 5951 1290
p 2 9 795 116 9360 1284
p 2 0 819 101 7928 1208
p 2 3 830 87 10318 1340
p 2 0 785 135 6691 1139
p 2 0 840 80 8145 1266
p 2 2 870 48 13182 1478
p 2 1 813 106 10521 1322
p 2 0 763 157 5596 1118
p 2 0 864 56 10265 1372
p 2 0 894 26 8909 1395
p 2 0 824 96 4962 1180
p 2 0 840 80 8030 1270
p 2 0 826 94 4750 1192
p 2 0 850 70 7204 1278
p 2 0 869 51 5525 1278
p 2 0 782 138 5775 1107
p 2 0 847 73 4503 1209
p 2 0 788 132 7517 1172
p 2 0 800 120 4348 1124
p 2 0 818 102 5758 1153
p 2 2 823 95 5119 1177
p 2 84 775 61 16829 1827
p 2 1 843 76 6278 1275
p 2 0 873 47 9973 1391
p 2 1 868 51 8250 1318
p 2 0 790 130 6504 1173
p 2 0 805 115 5255 1129
p 2 0 801 119 6395 1172
p 2 0 843 77 7643 1242
p 2 0 833 87 8859 1268
p 2 0 812 108 5602 1137
p 2 0 857 63 8191 1276
p 2 0 813 107 6003 1185
p 2 2 843 75 9506 1332
p 2 0 869 51 8671 1342
p 2 0 821 99 5604 1194
p 2 0 821 99 5717 1208
p 2 0 857 63 8589 1313
p 2 1 875 44 9720 1359
p 2 0 844 76 6045 1217
p 2 0 781 139 5774 1109
p 2 0 812 108 6634 1185
p 2 0 813 107 6236 1169
p 2 0 790 130 6751 1154
p 2 0 812 108 6010 1155
p 2 0 908 12 12307 1444
p 2 0 851 69 5623 1211
p 2 0 871 49 9104 1365
p 2 0 854 66 8544 1309
p 2 0 828 92 6585 1226
p 2 0 866 54 6737 1281
p 2 0 867 53 7136 1296
p 2 0 818 102 6661 1173
p 2 0 845 75 8357 1285
p 2 2 803 115 7737 1212
p 2 0 829 91 5253 1182
p 2 0 884 36 9276 1407
p 2 1 844 75 8804 1277
p 2 0 869 51 8745 1331
p 2 0 835 85 5700 1186
p 2 2 808 110 8237 1239
p 2 0 844 76 7275 1260
p 2 1 840 79 6373 1206
p 2 0 849 71 5980 1220
p 2 0 847 73 7276 1264
p 2 0 820 100 7356 1215
p 2 3 857 60 7872 1308
p 2 0 846 74 7671 1245
p 2 0 828 92 4140 1164
p 2 1 822 97 5698 1186
p 2 0 842 78 7498 1228
p 2 0 780 140 5405 1112
p 2 2 864 54 9465 1343
p 2 1 895 24 13763 1547
p 2 0 849 71 9007 1281
p 2 0 857 63 8038 1300
p 2 0 845 75 6461 1244
p 2 9 855 56 11879 1454
i 2 920 0 0 19554 3625
p 2 22 894 4 9830 1938
p 2 0 908 12 6618 1658
p 2 47 869 4 21338 2228
p 2 10 894 16 17207 1978
p 2 6 885 29 12824 1684
p 2 0 892 28 7597 1448
p 2 29 865 26 17523 1865
p 2 0 890 30 5831 1392
p 2 19 870 31 15421 1660
p 2 14 871 35 14223 1668
p 2 2 888 30 14005 1642
p 2 0 875 45 7300 1430
p 2 0 873 47 6637 1385
p 2 1 888 31 12752 1583
p 2 0 912 8 8339 1523
p 2 0 881 39 5912 1358
p 2 0 877 43 5396 1299
p 2 0 829 91 4536 1189
p 2 0 865 55 6623 1328
p 2 0 865 55 5226 1307
p 2 0 796 124 4771 1173
p 2 0 852 68 4868 1241
p 2 0 881 39 6889 1365
p 2 0 849 71 4781 1268
p 2 0 797 123 3377 1126
p 2 0 741 179 3120 1034
p 2 0 848 72 5240 1255
p 2 0 868 52 5126 1318
p 2 0 858 62 4993 1299
p 2 0 827 93 3945 1195
p 2 0 860 60 4043 1249
p 2 0 872 48 4150 1272
p 2 0 816 104 3003 1168
p 2 0 856 64 3752 1253
p 2 0 831 89 4963 1231
p 2 0 858 62 5930 1299
p 2 0 855 65 4542 1283
p 2 0 778 142 2593 1086
p 2 0 820 100 3060 1162
p 2 0 854 66 5752 1279
p 2 0 872 48 4956 1285
p 2 0 806 114 3855 1187
p 2 0 838 82 3935 1235
p 2 0 819 101 3404 1184
p 2 0 792 128 4049 1121
p 2 0 864 56 5384 1283
p 2 0 856 64 5651 1278
p 2 0 827 93 4160 1222
p 2 0 848 72 3502 1201
p 2 0 879 41 4370 1302
p 2 0 872 48 6484 1346
p 2 0 838 82 4202 1193
p 2 0 818 102 4823 1208
p 2 0 903 17 6705 1422
p 2 0 898 22 6071 1439
p 2 0 896 24 5087 1399
p 2 0 866 54 4878 1331
p 2 0 888 32 4774 1384
p 2 0 874 46 6627 1366
p 2 0 864 56 4482 1282
p 2 0 876 44 4549 1301
p 2 0 859 61 5486 1296
p 2 3 906 11 11054 1620
p 2 0 878 42 5144 1329
p 2 0 897 23 6881 1392
p 2 0 843 77 4908 1239
p 2 1 889 30 8367 1454
i 2 920 0 0 23260 3668
p 2 6 903 11 10232 1708
p 2 2 911 7 16013 1889
p 2 0 895 25 8315 1470
p 2 4 893 23 13668 1653
p 2 0 878 42 11338 1478
p 2 0 877 43 6270 1336
p 2 0 892 28 8110 1458
p 2 0 858 62 4934 1260
p 2 0 835 85 5000 1206
p 2 0 873 47 6415 1296
p 2 0 811 109 4159 1174
p 2 0 876 44 6527 1329
p 2 0 845 75 5250 1256
p 2 0 806 114 4369 1170
p 2 0 857 63 5729 1265
p 2 0 804 116 3383 1149
p 2 0 833 87 3473 1157
p 2 0 788 132 2276 1067
p 2 0 802 118 3297 1126
p 2 0 809 111 4146 1143
p 2 0 793 127 4114 1087
p 2 0 842 78 4969 1203
p 2 0 809 111 4276 1135
p 2 0 795 125 3216 1126
p 2 0 799 121 3089 1118
p 2 0 732 188 2883 1001
p 2 0 840 80 3410 1186
p 2 0 830 90 3397 1175
p 2 0 867 53 5873 1281
p 2 0 818 102 5291 1169
p 2 0 801 119 3403 1099
p 2 0 824 96 4972 1156
p 2 0 817 103 5047 1163
