# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

i 2 920 0 0 36273 3940
p 2 0 420 500 940 617
p 2 2 918 0 16192 1639
p 2 16 904 0 15579 1678
p 2 1 914 5 10625 1698
p 2 4 916 0 18722 1781
p 2 11 909 0 19161 1884
p 2 5 915 0 20419 1833
p 2 3 917 0 17190 1898
p 2 229 691 0 19741 2542
p 2 4 914 2 18762 1938
p 2 42 878 0 17232 1991
p 2 214 706 0 21679 2683
p 2 47 873 0 17154 2076
p 2 12 908 0 16677 2090
p 2 82 838 0 17660 2165
p 2 70 850 0 18692 2285
p 2 419 501 0 17059 2824
p 2 98 822 0 19548 2262
p 2 186 734 0 19376 2517
p 2 517 403 0 16677 2977
p 2 468 452 0 18217 2848
p 2 365 555 0 19274 2754
p 2 513 407 0 22104 2902
p 2 293 627 0 18232 2539
p 2 0 782 138 9689 1227
p 2 0 781 139 11196 1118
p 2 0 799 121 13567 1120
p 2 0 796 124 13039 1095
p 2 0 732 188 9572 999
p 2 0 776 144 8669 1079
p 2 0 779 141 11121 1103
p 2 0 752 168 8598 1024
p 2 0 727 193 11035 1006
p 2 0 684 236 6516 907
p 2 0 748 172 10357 1026
p 2 0 780 140 11346 1085
p 2 0 720 200 5756 966
p 2 0 786 134 7448 1069
p 2 0 771 149 15153 1089
p 2 377 519 24 22101 2559
i 2 920 0 0 38060 3958
p 2 2 864 54 8360 1365
p 2 0 918 2 17607 1503
p 2 4 913 3 11054 1457
p 2 2 918 0 16119 1694
p 2 1 918 1 20103 1686
p 2 348 572 0 20674 2814
p 2 10 909 1 19146 1811
p 2 8 912 0 12800 1858
p 2 207 713 0 22138 2575
p 2 2 918 0 17668 1985
p 2 2 918 0 14120 1855
p 2 1 919 0 20390 2071
p 2 4 916 0 14164 1840
p 2 10 910 0 18530 2056
p 2 78 842 0 14918 2130
p 2 490 430 0 20060 2927
p 2 74 846 0 18500 2176
p 2 279 641 0 18310 2746
p 2 110 810 0 19393 2280
p 2 177 743 0 19502 2555
p 2 526 394 0 20932 2991
p 2 539 381 0 21529 2913
p 2 324 596 0 15473 2510
p 2 479 441 0 17142 2749
p 2 0 807 113 12869 1208
p 2 0 802 118 9192 1119
p 2 0 750 170 11261 1093
p 2 0 779 141 8403 1065
p 2 0 773 147 12735 1067
p 2 0 751 169 11802 1070
p 2 0 735 185 10151 1021
p 2 0 735 185 8625 987
p 2 0 771 149 9024 1045
p 2 0 744 176 8632 1007
p 2 0 679 241 5300 926
p 2 0 688 232 5712 898
p 2 0 692 228 7913 929
p 2 0 708 212 10080 980
p 2 0 741 179 9633 1027
p 2 0 703 217 4667 930
p 2 0 748 172 8002 1049
i 2 920 0 0 37257 3965
p 2 9 909 2 15167 1729
p 2 2 917 1 12307 1738
p 2 25 895 0 16162 1835
p 2 12 908 0 20374 1941
p 2 0 918 2 14594 1694
p 2 7 913 0 18823 1928
p 2 4 916 0 14536 1783
p 2 1 919 0 19090 1896
p 2 19 901 0 17026 1887
p 2 464 456 0 19578 2877
p 2 81 839 0 23582 2292
p 2 36 884 0 15040 2122
p 2 18 901 1 17600 1902
p 2 28 892 0 21066 2161
p 2 2 917 1 18199 1899
p 2 25 895 0 21822 2216
p 2 142 778 0 16338 2371
p 2 366 554 0 22188 2940
p 2 126 794 0 18621 2220
p 2 117 803 0 18928 2520
p 2 348 572 0 20608 2827
p 2 525 395 0 20710 2983
p 2 400 520 0 16601 2703
p 2 503 417 0 16684 2783
p 2 352 568 0 15092 2538
p 2 0 808 112 11733 1238
p 2 0 784 136 12866 1134
p 2 0 820 100 14926 1176
p 2 0 802 118 14198 1164
p 2 0 771 149 12226 1088
p 2 0 786 134 11497 1081
p 2 0 767 153 11549 1043
p 2 0 771 149 11296 1020
p 2 0 758 162 13902 1085
p 2 0 730 190 10083 986
p 2 0 748 172 14747 1086
p 2 0 753 167 10138 1000
p 2 0 741 179 10316 989
p 2 0 759 161 13580 1050
p 2 0 692 228 5637 919
p 2 372 522 26 21235 2548
i 2 920 0 0 36835 3948
p 2 0 899 21 17330 1544
p 2 0 916 4 11531 1543
p 2 7 903 10 17431 1614
p 2 9 911 0 18791 1833
p 2 7 913 0 17872 1753
p 2 210 710 0 21087 2662
p 2 3 917 0 13676 1813
p 2 1 919 0 16113 1923
p 2 5 915 0 17437 1855
p 2 275 645 0 20025 2773
p 2 6 914 0 15204 1849
p 2 2 918 0 20591 2037
p 2 3 916 1 16921 1892
p 2 28 892 0 19426 2075
p 2 394 526 0 14004 2758
p 2 56 864 0 15872 2208
p 2 27 893 0 15742 2001
p 2 70 850 0 19206 2361
p 2 488 432 0 20034 2878
p 2 286 634 0 18754 2723
p 2 516 404 0 16551 2926
p 2 532 388 0 16799 2884
p 2 340 580 0 13700 2548
p 2 465 455 0 16018 2720
p 2 0 841 79 18217 1384
p 2 0 808 112 17365 1276
p 2 0 760 160 9233 1072
p 2 0 790 130 12639 1105
p 2 0 715 205 11916 992
p 2 0 749 171 15441 1076
p 2 0 738 182 12551 1001
p 2 0 738 182 9705 995
p 2 0 768 152 16833 1117
p 2 0 724 196 10367 982
p 2 0 702 218 9522 926
p 2 0 757 163 14654 1062
p 2 0 701 219 13263 1010
p 2 0 719 201 9531 964
p 2 0 740 180 14397 1052
p 2 0 751 169 10567 1009
p 2 0 699 221 5819 973
i 2 920 0 0 37277 3966
p 2 4 912 4 13941 1667
p 2 2 915 3 17875 1745
p 2 1 912 7 14470 1497
p 2 312 608 0 14755 2721
p 2 2 916 2 13495 1782
p 2 2 918 0 20247 1938
p 2 3 917 0 15684 1788
p 2 4 916 0 15275 1930
p 2 4 916 0 21640 1912
p 2 217 703 0 18871 2607
p 2 0 920 0 15107 1771
p 2 33 887 0 16962 2143
p 2 40 880 0 19329 2023
p 2 330 590 0 22607 2836
p 2 362 558 0 16213 2728
p 2 168 752 0 21136 2600
p 2 53 867 0 16325 2124
p 2 101 819 0 21430 2464
p 2 95 825 0 18830 2256
p 2 514 406 0 21040 2947
p 2 289 631 0 13800 2427
